4000	99.97
3999	99.97
3998	99.96
3997	99.95
3996	99.94
3995	99.94
3994	99.93
3993	99.93
3992	99.92
3991	99.92
3990	99.92
3989	99.92
3988	99.93
3987	99.93
3986	99.93
3985	99.93
3984	99.93
3983	99.93
3982	99.93
3981	99.92
3980	99.91
3979	99.9
3978	99.9
3977	99.91
3976	99.93
3975	99.95
3974	99.97
3973	99.97
3972	99.96
3971	99.95
3970	99.94
3969	99.93
3968	99.93
3967	99.92
3966	99.92
3965	99.93
3964	99.93
3963	99.93
3962	99.94
3961	99.94
3960	99.93
3959	99.93
3958	99.92
3957	99.91
3956	99.91
3955	99.91
3954	99.92
3953	99.93
3952	99.94
3951	99.94
3950	99.94
3949	99.94
3948	99.94
3947	99.95
3946	99.95
3945	99.96
3944	99.96
3943	99.96
3942	99.95
3941	99.94
3940	99.93
3939	99.92
3938	99.91
3937	99.9
3936	99.9
3935	99.91
3934	99.92
3933	99.93
3932	99.93
3931	99.93
3930	99.92
3929	99.92
3928	99.93
3927	99.94
3926	99.94
3925	99.94
3924	99.93
3923	99.93
3922	99.92
3921	99.92
3920	99.92
3919	99.92
3918	99.92
3917	99.93
3916	99.93
3915	99.93
3914	99.93
3913	99.93
3912	99.93
3911	99.93
3910	99.93
3909	99.94
3908	99.94
3907	99.94
3906	99.94
3905	99.93
3904	99.93
3903	99.94
3902	99.96
3901	99.98
3900	99.99
3899	99.99
3898	99.98
3897	99.96
3896	99.95
3895	99.94
3894	99.93
3893	99.92
3892	99.91
3891	99.9
3890	99.9
3889	99.9
3888	99.9
3887	99.91
3886	99.91
3885	99.92
3884	99.92
3883	99.92
3882	99.91
3881	99.91
3880	99.91
3879	99.92
3878	99.94
3877	99.95
3876	99.95
3875	99.94
3874	99.94
3873	99.93
3872	99.93
3871	99.92
3870	99.92
3869	99.91
3868	99.9
3867	99.89
3866	99.88
3865	99.88
3864	99.88
3863	99.89
3862	99.9
3861	99.9
3860	99.9
3859	99.9
3858	99.9
3857	99.91
3856	99.92
3855	99.92
3854	99.92
3853	99.91
3852	99.91
3851	99.91
3850	99.91
3849	99.91
3848	99.91
3847	99.91
3846	99.92
3845	99.92
3844	99.93
3843	99.94
3842	99.94
3841	99.94
3840	99.93
3839	99.93
3838	99.93
3837	99.93
3836	99.93
3835	99.93
3834	99.94
3833	99.94
3832	99.94
3831	99.95
3830	99.96
3829	99.97
3828	99.98
3827	99.98
3826	99.97
3825	99.95
3824	99.95
3823	99.95
3822	99.96
3821	99.97
3820	99.97
3819	99.97
3818	99.96
3817	99.94
3816	99.92
3815	99.91
3814	99.91
3813	99.91
3812	99.92
3811	99.93
3810	99.94
3809	99.95
3808	99.96
3807	99.96
3806	99.97
3805	99.96
3804	99.95
3803	99.93
3802	99.91
3801	99.9
3800	99.91
3799	99.92
3798	99.93
3797	99.93
3796	99.93
3795	99.93
3794	99.92
3793	99.92
3792	99.92
3791	99.92
3790	99.91
3789	99.9
3788	99.89
3787	99.88
3786	99.88
3785	99.89
3784	99.9
3783	99.91
3782	99.91
3781	99.91
3780	99.91
3779	99.91
3778	99.91
3777	99.91
3776	99.92
3775	99.92
3774	99.92
3773	99.91
3772	99.91
3771	99.9
3770	99.9
3769	99.91
3768	99.92
3767	99.92
3766	99.92
3765	99.92
3764	99.92
3763	99.91
3762	99.91
3761	99.91
3760	99.91
3759	99.91
3758	99.91
3757	99.92
3756	99.93
3755	99.94
3754	99.94
3753	99.95
3752	99.94
3751	99.94
3750	99.95
3749	99.96
3748	99.97
3747	99.97
3746	99.97
3745	99.97
3744	99.97
3743	99.97
3742	99.95
3741	99.94
3740	99.92
3739	99.91
3738	99.91
3737	99.92
3736	99.93
3735	99.95
3734	99.96
3733	99.96
3732	99.95
3731	99.93
3730	99.92
3729	99.92
3728	99.92
3727	99.92
3726	99.92
3725	99.92
3724	99.91
3723	99.91
3722	99.91
3721	99.91
3720	99.92
3719	99.93
3718	99.93
3717	99.94
3716	99.95
3715	99.96
3714	99.96
3713	99.96
3712	99.95
3711	99.94
3710	99.93
3709	99.93
3708	99.93
3707	99.94
3706	99.94
3705	99.94
3704	99.93
3703	99.93
3702	99.92
3701	99.92
3700	99.92
3699	99.93
3698	99.93
3697	99.93
3696	99.94
3695	99.94
3694	99.94
3693	99.94
3692	99.93
3691	99.92
3690	99.92
3689	99.93
3688	99.94
3687	99.95
3686	99.94
3685	99.92
3684	99.91
3683	99.9
3682	99.9
3681	99.9
3680	99.9
3679	99.9
3678	99.9
3677	99.91
3676	99.94
3675	99.97
3674	99.98
3673	99.98
3672	99.97
3671	99.96
3670	99.97
3669	99.96
3668	99.96
3667	99.94
3666	99.92
3665	99.91
3664	99.9
3663	99.9
3662	99.9
3661	99.91
3660	99.92
3659	99.93
3658	99.92
3657	99.91
3656	99.89
3655	99.89
3654	99.9
3653	99.9
3652	99.91
3651	99.92
3650	99.92
3649	99.93
3648	99.93
3647	99.93
3646	99.93
3645	99.92
3644	99.92
3643	99.91
3642	99.9
3641	99.89
3640	99.88
3639	99.88
3638	99.88
3637	99.89
3636	99.9
3635	99.9
3634	99.9
3633	99.89
3632	99.88
3631	99.87
3630	99.86
3629	99.87
3628	99.89
3627	99.9
3626	99.9
3625	99.9
3624	99.89
3623	99.88
3622	99.88
3621	99.88
3620	99.88
3619	99.87
3618	99.87
3617	99.88
3616	99.88
3615	99.89
3614	99.89
3613	99.9
3612	99.9
3611	99.89
3610	99.87
3609	99.84
3608	99.82
3607	99.81
3606	99.81
3605	99.81
3604	99.81
3603	99.8
3602	99.8
3601	99.8
3600	99.81
3599	99.82
3598	99.83
3597	99.84
3596	99.84
3595	99.84
3594	99.83
3593	99.84
3592	99.85
3591	99.86
3590	99.87
3589	99.87
3588	99.88
3587	99.89
3586	99.9
3585	99.9
3584	99.89
3583	99.88
3582	99.87
3581	99.86
3580	99.84
3579	99.84
3578	99.84
3577	99.85
3576	99.86
3575	99.87
3574	99.87
3573	99.87
3572	99.87
3571	99.86
3570	99.86
3569	99.85
3568	99.86
3567	99.88
3566	99.89
3565	99.9
3564	99.9
3563	99.89
3562	99.89
3561	99.9
3560	99.9
3559	99.89
3558	99.89
3557	99.88
3556	99.88
3555	99.88
3554	99.88
3553	99.87
3552	99.86
3551	99.85
3550	99.85
3549	99.84
3548	99.84
3547	99.84
3546	99.84
3545	99.84
3544	99.84
3543	99.84
3542	99.84
3541	99.84
3540	99.84
3539	99.84
3538	99.84
3537	99.83
3536	99.83
3535	99.83
3534	99.83
3533	99.82
3532	99.82
3531	99.81
3530	99.81
3529	99.81
3528	99.82
3527	99.82
3526	99.83
3525	99.83
3524	99.84
3523	99.84
3522	99.84
3521	99.83
3520	99.82
3519	99.81
3518	99.81
3517	99.81
3516	99.82
3515	99.82
3514	99.81
3513	99.81
3512	99.81
3511	99.82
3510	99.84
3509	99.85
3508	99.85
3507	99.85
3506	99.85
3505	99.84
3504	99.84
3503	99.85
3502	99.85
3501	99.85
3500	99.85
3499	99.85
3498	99.85
3497	99.85
3496	99.85
3495	99.84
3494	99.84
3493	99.84
3492	99.84
3491	99.85
3490	99.85
3489	99.85
3488	99.85
3487	99.85
3486	99.85
3485	99.85
3484	99.85
